category,sleep,recovery,body,set,reps,weights,Duration
gain,4,1,1,1,6,19,21
loss,1,4,1,2,12,9,15
loss,2,4,0,3,20,22,35
fit,4,1,1,2,20,12,17
fit,1,4,0,2,5,9,0
gain,1,5,1,2,20,8,21
gain,4,5,1,2,15,22,25
gain,4,2,0,3,20,11,18
fit,1,4,1,2,20,8,25
fit,4,2,0,2,13,10,0
fit,1,4,0,2,20,5,23
loss,1,2,1,2,20,3,14
fit,1,2,0,2,8,14,20
gain,1,5,0,2,20,12,26
gain,1,1,1,0,17,12,19
loss,1,5,1,2,20,5,16
gain,1,1,1,2,9,12,0
loss,1,4,1,2,6,5,18
loss,1,2,0,2,20,4,13
loss,4,4,1,2,15,9,29
fit,1,5,1,2,20,14,18
fit,1,2,0,3,18,11,28
gain,4,2,0,3,15,8,0
fit,1,1,0,0,7,0,13
fit,1,1,1,2,14,10,13
gain,1,2,1,0,14,20,17
fit,3,2,1,2,15,8,0
fit,1,4,1,2,20,3,20
loss,1,5,0,2,9,5,17
fit,3,3,1,2,16,8,15
gain,4,1,1,3,8,14,31
fit,1,1,0,2,17,1,15
loss,4,2,0,0,7,8,37
fit,1,4,0,2,18,4,28
gain,3,3,1,3,6,17,0
gain,1,1,1,2,5,5,0
gain,4,4,1,3,10,22,21
gain,1,4,0,2,7,3,0
loss,1,4,0,2,7,11,17
loss,1,3,0,2,9,13,20
gain,1,4,1,3,19,14,19
gain,1,4,0,2,16,10,16
loss,1,4,0,2,10,13,25
fit,1,5,1,2,20,15,40
loss,1,4,1,2,19,22,37
gain,1,4,1,2,17,9,15
fit,1,1,1,2,12,6,13
gain,4,5,1,2,20,12,29
fit,4,5,0,2,20,15,28
loss,1,4,0,2,19,6,29
fit,1,5,0,2,16,22,0
gain,1,2,0,2,14,10,20
fit,1,4,0,0,14,5,0
gain,1,2,0,1,15,13,6
loss,4,2,0,2,17,6,31
fit,1,2,0,2,16,0,16
loss,4,3,1,2,17,6,30
loss,2,5,1,2,20,6,17
gain,4,5,0,3,13,10,20
gain,1,4,1,2,15,12,18
fit,1,5,0,3,16,7,18
gain,1,3,0,2,18,12,18
fit,1,3,0,0,7,3,16
fit,3,3,1,1,3,5,17
fit,1,1,0,2,18,8,17
gain,1,3,1,2,17,5,27
gain,1,1,0,0,14,8,30
loss,1,1,1,2,9,7,19
gain,4,5,1,3,4,22,20
loss,1,4,1,2,16,4,15
loss,4,2,0,0,5,4,15
gain,1,4,0,2,6,12,16
gain,1,2,0,2,15,4,0
gain,1,1,1,2,8,0,0
gain,1,5,1,2,20,22,18
loss,1,3,0,2,10,0,12
fit,3,3,0,0,10,7,0
loss,1,4,1,2,10,0,13
loss,4,4,1,2,20,7,30
loss,1,4,0,2,13,10,0
gain,1,1,1,2,2,2,0
loss,1,4,1,2,17,5,19
loss,1,2,0,2,5,3,0
gain,1,4,0,3,7,1,13
fit,1,1,0,0,9,10,0
gain,4,1,1,2,2,11,21
gain,4,3,0,2,14,13,21
loss,1,3,1,2,12,4,13
gain,1,4,1,2,20,22,16
gain,2,1,0,3,12,13,25
gain,4,4,1,3,16,17,33
loss,4,1,1,2,3,3,16
loss,1,4,1,2,11,4,28
gain,4,1,0,0,15,8,19
fit,4,3,0,2,3,9,19
gain,4,2,1,2,11,18,17
fit,3,5,0,2,17,8,17
gain,1,5,0,0,20,16,25
loss,1,4,1,0,0,2,0
fit,1,2,0,2,14,0,14
gain,1,1,1,0,3,9,23
gain,4,2,0,2,4,12,11
gain,1,3,1,3,18,9,30
fit,1,2,0,0,15,2,16
fit,1,5,0,2,20,3,16
gain,1,5,1,2,20,11,16
loss,4,3,1,2,13,10,0
gain,4,2,0,3,12,21,30
fit,1,2,1,3,20,22,31
gain,1,5,1,2,10,13,29
gain,1,4,1,0,13,6,18
loss,1,1,1,2,20,17,21
gain,4,5,1,2,17,14,24
gain,1,1,1,0,17,12,19
loss,1,5,0,0,9,13,0
gain,1,4,1,2,15,8,21
gain,1,3,1,2,19,10,16
fit,1,3,0,2,16,5,18
fit,1,3,0,2,15,9,25
loss,1,4,1,2,14,3,22
loss,1,3,0,2,17,11,15
fit,4,2,0,2,17,11,19
fit,4,5,0,2,16,6,0
gain,4,5,1,2,19,22,26
fit,1,4,0,2,7,3,0
loss,4,1,0,0,8,4,20
gain,4,3,1,2,4,11,20
fit,4,5,1,2,20,12,21
gain,1,3,1,2,17,10,14
fit,4,2,0,2,14,16,16
loss,1,2,1,2,10,3,25
fit,4,5,0,2,20,16,25
loss,1,5,0,2,11,10,15
loss,2,2,0,2,17,16,30
loss,1,2,1,2,20,3,20
loss,4,2,1,3,18,7,22
loss,2,4,1,3,9,6,16
gain,4,2,0,0,15,6,15
loss,1,5,0,0,20,13,14
fit,1,5,0,0,15,1,12
gain,3,5,0,2,16,13,28
fit,1,2,0,2,0,1,16
gain,1,5,1,2,17,16,30
gain,1,5,0,2,17,14,0
gain,1,2,0,2,6,7,16
gain,4,5,1,3,9,22,17
fit,1,4,0,2,20,13,24
gain,1,4,1,0,10,13,31
gain,1,3,1,2,17,10,23
loss,1,2,0,2,0,2,10
gain,1,3,1,0,0,3,25
fit,1,2,1,2,9,0,17
gain,4,2,1,2,10,8,16
gain,4,5,0,3,17,22,21
fit,1,3,0,2,4,7,15
gain,4,2,1,0,13,18,20
fit,1,2,0,2,18,15,35
gain,1,4,0,0,4,8,17
loss,4,5,0,2,17,5,0
fit,2,1,0,0,0,0,17
loss,4,5,1,0,17,13,19
loss,1,5,0,2,13,0,14
gain,1,2,1,2,13,11,0
loss,1,2,0,2,0,0,16
fit,1,4,1,2,10,10,15
gain,2,1,1,3,5,7,21
fit,1,5,0,0,19,22,16
gain,1,5,0,2,12,8,0
fit,1,2,0,3,20,13,17
gain,1,1,0,0,4,7,16
loss,3,3,0,3,20,16,19
gain,1,1,0,0,8,8,18
fit,1,1,1,2,7,3,18
gain,1,4,0,2,20,12,28
loss,1,4,1,2,17,11,22
loss,1,2,0,2,7,0,0
fit,1,2,0,2,12,8,18
gain,2,3,1,2,11,22,6
loss,1,5,1,2,20,18,19
fit,4,4,0,2,20,13,28
gain,4,2,1,2,16,18,18
fit,1,3,1,2,17,8,13
gain,4,5,1,3,19,22,35
loss,3,3,1,2,11,9,24
gain,1,5,1,0,13,8,27
gain,1,1,1,0,3,10,14
gain,4,4,1,2,12,9,23
loss,4,2,0,2,6,4,7
gain,4,5,1,2,18,6,35
fit,3,3,1,2,18,12,0
loss,1,3,1,2,16,17,12
fit,1,4,1,2,20,11,21
loss,1,3,1,2,8,0,14
fit,4,5,0,0,16,13,0
loss,1,2,0,0,10,5,17
loss,1,4,1,0,11,6,16
gain,1,3,0,2,11,6,0
loss,1,3,1,2,17,10,0
gain,4,2,0,3,15,22,34
loss,1,4,1,2,19,5,14
gain,1,4,1,2,18,10,23
fit,1,4,1,2,20,12,15
loss,1,3,1,2,20,13,16
loss,1,4,1,2,12,4,32
gain,4,5,0,2,11,10,28
gain,4,5,0,3,19,14,19
fit,1,5,0,2,20,12,15
gain,4,1,1,0,7,11,25
loss,1,3,1,2,18,18,36
fit,1,1,0,2,3,8,15
gain,4,1,1,0,0,16,28
fit,1,1,0,2,0,0,13
fit,1,4,0,2,1,4,26
gain,1,5,0,2,17,11,16
gain,4,5,1,2,19,10,21
loss,1,5,0,2,19,8,21
loss,1,1,1,2,17,4,18
gain,4,4,1,3,17,16,40
loss,4,4,0,2,13,5,0
fit,1,4,0,0,8,3,0
fit,1,2,0,0,7,5,12
fit,4,4,0,3,12,13,19
gain,4,4,1,3,18,15,24
loss,1,2,1,3,18,15,21
loss,3,4,0,2,20,22,17
fit,1,1,0,2,11,1,17
gain,1,4,1,0,13,3,14
gain,4,5,0,2,20,22,40
gain,4,4,0,2,11,19,20
fit,1,4,0,2,2,10,19
loss,1,3,1,2,14,10,36
fit,1,4,1,2,9,17,20
loss,4,4,0,2,16,4,2
fit,1,1,1,0,0,1,0
gain,4,5,1,3,12,22,20
fit,4,2,0,0,12,1,15
gain,1,2,1,3,15,9,20
loss,1,1,0,0,8,1,5
gain,3,2,1,2,4,13,25
fit,1,2,0,0,1,0,11
gain,2,4,0,2,20,11,0
gain,1,3,1,2,14,11,20
gain,4,5,1,2,20,22,40
gain,1,2,0,2,0,10,0
gain,4,2,0,3,0,10,20
loss,1,1,0,2,15,0,13
fit,1,5,0,2,3,9,14
gain,4,5,0,3,0,12,7
gain,1,4,1,2,15,11,24
fit,1,4,1,2,19,5,13
gain,1,4,0,2,17,16,16
gain,4,4,1,2,20,15,10
loss,1,5,1,2,7,0,15
fit,1,4,1,2,11,0,0
fit,1,5,0,0,15,9,12
fit,1,4,0,2,16,12,7
gain,1,1,0,2,13,13,22
loss,4,4,1,2,9,2,0
fit,4,2,1,2,11,6,18
gain,1,1,0,2,6,7,15
gain,1,5,0,3,4,7,0
fit,1,4,0,2,18,10,16
fit,1,1,0,0,14,0,0
gain,1,5,0,2,20,18,26
fit,1,4,1,2,14,10,25
fit,1,5,1,2,20,13,22
gain,4,2,0,2,7,14,20
gain,4,5,1,2,18,9,18
loss,1,3,1,2,17,4,29
loss,1,4,1,2,20,11,24
loss,1,1,1,2,9,0,14
gain,4,5,0,2,2,12,19
gain,1,5,0,2,17,22,22
loss,1,5,1,2,20,3,16
gain,4,4,0,3,13,10,30
loss,1,4,0,0,6,6,18
loss,1,5,0,2,19,11,26
gain,1,2,0,1,7,15,0
fit,1,2,1,2,13,11,17
gain,1,2,1,2,13,9,0
loss,4,5,0,0,17,4,19
gain,1,3,0,0,0,7,19
fit,4,2,1,2,18,7,20
gain,1,5,0,2,19,15,24
fit,1,5,0,2,20,11,14
loss,2,1,0,2,15,9,14
loss,2,2,0,0,12,16,0
gain,1,4,1,2,17,11,29
gain,4,1,1,0,3,13,23
fit,1,4,0,2,16,10,17
loss,4,4,0,0,19,6,19
fit,1,4,0,0,3,10,0
fit,4,2,1,2,14,15,21
loss,3,4,1,2,7,16,17
gain,4,4,0,2,11,10,34
gain,3,1,1,2,16,10,27
loss,1,3,0,0,14,0,0
loss,4,2,1,2,17,2,0
fit,1,4,1,0,4,0,12
fit,1,2,0,2,18,11,0
gain,1,1,0,0,0,1,0
loss,4,4,0,2,6,2,0
loss,1,4,1,2,10,8,15
fit,1,4,0,2,12,7,14
fit,1,1,0,0,3,1,15
fit,1,2,1,2,20,2,25
fit,1,3,0,2,17,5,0
loss,4,5,0,2,20,13,24
fit,1,2,0,0,17,11,0
loss,1,1,0,2,20,1,15
gain,1,4,0,2,4,15,14
gain,1,4,1,2,9,12,15
loss,1,5,0,2,17,7,15
fit,4,4,0,2,5,8,19
fit,1,3,0,2,19,13,18
fit,4,1,0,2,4,3,0
gain,1,3,0,0,14,14,18
loss,1,1,0,2,12,2,19
loss,1,1,1,0,8,0,13
loss,1,4,0,2,3,10,14
loss,2,4,0,2,20,13,13
gain,1,2,0,2,17,8,15
fit,1,4,1,0,20,15,17
fit,1,2,0,0,2,0,0
loss,4,4,1,2,8,9,20
gain,4,5,1,2,19,22,30
gain,4,4,1,2,11,22,33
gain,1,1,1,0,2,4,21
gain,3,1,1,0,7,7,21
loss,4,4,1,2,18,3,16
fit,4,2,0,0,10,10,17
gain,1,5,1,2,4,8,18
fit,1,1,0,2,20,0,15
gain,4,4,1,3,17,20,40
fit,1,1,0,0,4,0,15
gain,1,1,0,0,10,4,12
fit,2,5,0,2,20,9,18
fit,4,2,0,2,10,4,14
loss,1,4,1,2,11,5,0
gain,4,2,0,3,11,11,32
fit,3,4,0,2,5,14,17
loss,1,3,0,2,16,14,20
fit,1,4,0,2,16,12,20
gain,1,5,0,2,20,22,35
loss,1,3,1,2,0,2,17
fit,1,4,0,2,20,10,17
loss,1,4,1,2,20,14,18
loss,1,4,0,2,12,4,0
fit,1,2,1,0,5,6,21
gain,4,2,1,2,6,4,5
gain,1,5,1,2,20,12,16
fit,1,4,0,0,3,6,15
gain,4,2,1,2,15,11,3
gain,1,2,0,2,17,9,15
gain,1,4,1,2,9,14,24
loss,1,4,0,2,20,12,24
fit,2,3,0,0,5,7,0
gain,4,2,0,3,8,22,27
fit,1,5,0,2,12,5,18
fit,1,3,1,2,20,5,16
fit,4,2,0,2,20,13,20
loss,1,4,0,2,11,3,17
gain,3,2,0,2,20,15,23
fit,1,5,1,0,20,11,14
gain,1,3,0,2,1,5,15
loss,3,1,1,0,5,8,19
loss,1,1,0,0,16,8,14
gain,4,1,0,0,7,7,0
loss,2,1,1,0,7,4,0
gain,1,4,0,0,15,13,16
gain,4,3,1,3,16,11,36
fit,1,5,0,2,17,10,13
gain,1,1,0,2,8,3,13
loss,1,2,0,0,11,0,22
gain,4,4,0,2,2,13,16
loss,1,1,0,2,15,10,15
fit,1,5,0,2,20,11,16
fit,4,4,0,2,20,22,24
loss,1,4,0,2,11,0,17
loss,1,4,0,2,9,7,15
gain,4,2,0,0,0,8,24
gain,2,1,0,0,15,12,17
fit,1,3,0,0,18,6,0
loss,1,5,0,0,5,0,0
fit,1,3,1,2,0,4,15
loss,1,2,1,2,20,3,31
fit,1,4,0,2,11,7,15
fit,1,1,0,0,19,13,0
loss,1,4,0,2,15,13,24
gain,1,1,1,2,17,2,35
gain,1,3,1,2,1,10,18
fit,1,1,0,2,16,9,16
gain,1,5,1,2,15,7,16
fit,1,5,0,2,20,17,20
loss,1,1,1,2,20,7,16
loss,4,4,1,2,4,5,18
gain,1,1,0,0,5,18,16
fit,3,4,1,0,18,22,17
fit,1,1,0,2,20,14,15
loss,1,3,1,0,2,4,13
fit,4,5,1,3,11,8,20
loss,4,5,1,2,19,1,26
gain,4,4,0,2,19,15,15
fit,1,3,1,0,6,6,0
gain,4,1,1,2,13,3,0
fit,4,5,0,3,16,14,21
gain,4,2,1,2,10,22,24
fit,4,3,0,3,15,17,30
fit,3,3,0,2,0,10,14
loss,4,2,0,0,16,4,19
loss,1,5,0,2,17,6,17
gain,2,5,0,2,20,9,22
fit,1,2,1,3,3,10,14
gain,1,2,1,2,6,6,4
loss,4,5,1,0,20,15,19
gain,1,1,0,2,20,7,10
loss,3,2,0,2,0,2,25
gain,1,5,1,2,6,8,17
fit,1,1,0,0,8,5,13
gain,3,5,0,2,20,22,40
loss,1,4,0,2,14,0,15
gain,1,4,1,3,9,10,22
loss,1,2,1,3,2,21,35
loss,1,2,0,0,6,3,13
loss,4,5,0,2,20,18,22
gain,4,4,0,3,10,22,32
fit,4,5,1,2,20,22,27
gain,4,3,0,3,19,14,29
loss,1,4,1,2,12,4,12
gain,4,2,0,2,2,9,18
loss,4,4,1,0,6,7,14
gain,4,5,1,3,18,16,31
gain,1,5,1,2,19,8,31
loss,1,1,0,2,12,1,15
loss,1,2,0,0,7,2,0
loss,1,2,1,2,20,0,0
gain,1,4,0,2,20,11,19
gain,1,4,1,2,4,8,29
gain,4,1,0,0,0,0,26
gain,1,4,0,0,3,12,28
gain,1,4,1,3,11,21,24
fit,1,2,0,3,4,4,16
fit,1,5,0,0,20,14,13
loss,1,1,1,2,20,7,15
loss,1,5,1,2,2,3,14
fit,1,1,0,2,12,11,0
loss,1,5,1,2,20,9,13
fit,2,3,0,2,20,6,16
fit,1,4,1,2,17,13,21
loss,1,4,0,2,20,5,25
loss,1,5,1,2,20,0,20
loss,1,1,0,0,6,4,17
fit,1,1,0,0,5,8,15
gain,1,4,0,2,15,11,15
fit,1,3,0,2,18,4,13
gain,1,3,1,2,12,14,21
loss,1,2,0,2,12,5,29
loss,3,1,0,2,20,5,16
gain,1,2,0,0,2,9,15
fit,4,3,0,2,13,4,1
fit,3,5,0,2,20,13,19
fit,2,4,1,2,20,22,40
loss,1,2,1,2,12,5,12
gain,1,4,0,3,20,22,26
fit,3,1,0,0,6,4,16
loss,1,3,1,2,6,7,29
fit,1,5,0,2,20,13,15
fit,1,3,0,2,0,7,15
gain,1,3,0,2,14,8,17
loss,1,3,1,2,13,2,20
gain,4,1,1,0,8,11,7
fit,1,4,0,2,16,15,18
fit,1,2,0,2,17,5,13
fit,1,4,0,2,19,6,21
fit,1,3,0,2,20,2,17
gain,4,4,1,0,19,13,17
loss,1,4,1,2,18,8,13
gain,1,2,0,0,20,6,19
fit,3,3,0,2,17,11,12
loss,1,1,1,2,3,5,0
gain,4,4,1,3,15,15,33
gain,1,5,0,0,11,15,17
gain,1,1,1,0,8,4,0
fit,1,2,0,2,14,12,15
fit,4,1,1,0,2,2,14
gain,4,1,0,0,9,15,0
gain,1,2,0,0,20,22,25
fit,1,4,1,2,20,5,12
loss,1,5,1,2,20,10,18
fit,1,5,0,2,15,11,20
fit,1,3,1,2,4,1,13
fit,1,5,0,2,19,12,15
fit,3,2,0,2,19,21,21
loss,1,3,1,2,10,13,18
loss,3,4,0,2,11,8,3
gain,4,4,0,2,9,8,11
gain,1,5,1,2,3,10,19
fit,1,2,0,2,3,1,17
fit,1,4,1,2,20,10,20
loss,1,1,0,0,0,0,16
loss,2,2,0,2,18,0,31
gain,1,4,1,2,20,17,23
gain,1,1,0,2,0,4,22
loss,1,4,1,0,7,1,16
loss,4,4,0,3,14,18,21
fit,1,2,0,2,10,5,14
fit,1,2,1,2,9,2,13
gain,1,1,0,0,4,2,0
loss,1,3,0,2,17,9,12
fit,1,4,0,2,14,7,0
gain,1,5,0,2,17,10,21
loss,1,1,1,2,7,7,14
gain,1,4,1,2,3,9,0
fit,1,4,1,2,10,6,12
gain,4,4,1,3,20,10,35
gain,1,3,0,2,3,7,17
gain,1,4,0,2,19,7,16
loss,1,1,1,0,2,3,16
fit,1,4,0,0,8,4,0
fit,1,4,1,2,9,20,30
fit,4,5,0,2,20,11,18
gain,4,5,1,3,17,22,23
gain,1,4,1,2,18,15,12
gain,4,2,0,3,0,3,16
fit,1,4,1,3,18,2,25
fit,1,2,0,2,15,6,18
gain,2,2,0,0,17,11,18
fit,2,2,1,2,8,6,16
gain,4,5,0,2,20,18,21
gain,4,5,0,3,15,9,20
gain,1,3,1,2,18,12,18
gain,1,5,1,3,18,22,37
fit,1,1,0,0,0,4,13
fit,4,1,0,2,12,9,16
loss,1,1,0,0,18,2,0
fit,2,4,0,2,19,18,31
gain,4,4,1,3,15,22,19
fit,1,2,0,0,11,3,17
loss,1,2,0,0,14,7,15
loss,1,4,1,2,20,13,17
loss,1,1,0,2,10,1,14
fit,1,2,0,2,20,14,23
loss,1,1,0,0,11,2,0
gain,4,4,0,0,15,17,36
fit,1,4,1,2,17,9,17
fit,1,4,0,2,15,9,13
gain,4,4,1,2,20,13,35
gain,4,1,0,3,0,6,0
fit,1,5,0,2,19,9,21
gain,4,2,0,3,20,22,38
fit,1,4,1,2,19,10,13
gain,1,2,1,2,7,4,15
fit,1,1,0,2,10,0,0
fit,1,4,0,2,16,15,32
gain,1,2,1,3,15,22,10
gain,4,4,1,3,14,22,24
loss,1,4,0,3,16,9,19
fit,2,1,1,0,8,4,16
gain,1,1,0,0,9,16,17
fit,1,1,1,2,17,12,20
loss,1,1,0,2,20,0,0
fit,2,4,0,0,10,7,13
loss,2,4,0,2,11,4,29
fit,1,1,0,2,17,2,0
loss,1,3,0,2,15,10,18
loss,1,3,1,2,20,10,16
gain,4,4,1,2,17,6,20
fit,1,4,0,2,20,8,13
loss,1,5,1,0,5,15,18
gain,1,2,0,2,13,6,16
fit,1,3,1,2,20,7,0
gain,4,3,1,3,20,11,3
loss,1,1,0,2,7,6,16
loss,1,5,0,2,0,5,14
fit,1,4,0,0,2,8,0
gain,1,1,1,2,8,3,12
gain,4,5,1,2,20,22,22
fit,4,5,0,0,20,3,31
gain,4,3,1,2,20,14,24
gain,1,1,0,0,0,2,20
gain,4,5,0,2,12,5,21
fit,1,4,1,2,16,13,18
loss,4,4,0,2,13,3,27
loss,1,4,1,2,12,0,21
loss,4,5,0,2,20,13,29
loss,4,4,1,0,11,7,0
gain,1,4,0,2,7,8,17
gain,1,5,0,2,16,8,21
fit,1,2,1,2,10,14,16
fit,1,5,0,2,17,22,37
fit,2,1,1,3,4,18,4
loss,1,2,0,0,14,0,26
gain,1,5,0,2,7,9,16
loss,2,3,0,3,16,4,30
gain,2,2,0,3,13,10,21
gain,3,4,0,2,8,22,20
gain,4,5,0,2,13,9,18
loss,1,4,1,2,18,7,21
fit,1,5,0,2,13,8,1
fit,1,3,1,2,16,8,20
gain,4,3,1,2,15,16,28
gain,4,2,1,3,19,13,14
loss,1,1,0,0,11,5,0
loss,1,4,0,2,10,0,0
fit,1,2,0,2,0,0,0
loss,1,4,0,2,17,2,14
gain,1,5,0,2,12,9,19
gain,1,2,0,2,16,13,16
loss,1,2,0,0,0,5,0
fit,1,2,0,0,7,4,24
loss,1,5,0,2,20,7,20
gain,1,2,1,0,1,1,0
loss,1,2,0,2,6,5,17
fit,4,5,1,2,20,12,20
fit,4,5,1,2,10,12,28
gain,1,3,0,2,3,20,24
loss,1,3,1,2,16,20,16
fit,1,3,1,2,1,5,19
fit,4,4,0,2,10,17,12
loss,4,4,1,2,17,22,24
loss,1,5,0,2,18,2,0
loss,1,2,0,0,0,1,12
gain,2,4,0,3,0,9,0
fit,4,1,0,0,1,5,11
fit,1,1,0,0,4,2,0
loss,1,2,1,2,20,0,8
loss,1,2,0,2,12,10,0
gain,1,1,1,0,3,7,0
gain,3,5,1,2,14,12,33
loss,1,2,0,2,19,2,15
gain,4,3,0,3,12,17,27
gain,4,2,0,0,15,8,9
loss,1,5,0,0,9,5,16
fit,1,1,0,0,8,0,0
fit,3,3,1,2,20,10,16
loss,4,2,0,0,15,12,21
fit,1,4,0,2,1,9,15
loss,4,4,1,0,9,6,26
gain,1,2,0,2,0,10,0
fit,1,2,0,2,11,11,14
gain,1,5,1,2,14,4,18
loss,1,4,0,2,20,9,19
gain,2,5,1,3,8,12,26
gain,4,5,1,2,18,19,39
gain,1,1,1,3,2,9,0
gain,4,5,1,2,13,17,40
loss,1,3,0,2,20,9,13
fit,3,4,0,0,20,9,0
fit,3,2,0,2,18,20,20
fit,4,4,0,2,20,18,33
gain,1,1,0,3,0,9,0
fit,1,3,1,0,11,7,0
gain,1,5,1,2,16,16,25
gain,2,4,1,2,20,18,19
loss,1,4,1,3,10,6,0
loss,4,2,0,0,0,10,19
fit,1,1,1,0,4,6,17
gain,4,1,1,3,16,13,37
fit,1,2,0,2,8,17,22
gain,4,5,0,2,13,7,19
loss,3,4,0,2,14,13,14
fit,1,1,0,0,14,1,14
gain,2,1,0,0,0,0,14
loss,1,2,0,2,5,1,0
gain,4,4,1,2,20,22,26
gain,1,2,1,2,10,4,0
loss,4,1,0,2,19,4,27
gain,3,5,0,2,11,15,36
loss,1,2,0,0,3,0,12
loss,1,4,0,2,20,13,16
fit,4,4,1,2,17,17,21
fit,1,3,1,2,20,9,20
gain,4,4,1,2,19,14,22
gain,3,3,0,0,16,9,15
fit,1,4,0,2,15,14,7
fit,1,1,1,2,13,0,17
gain,3,1,0,0,6,6,40
fit,2,5,0,2,16,13,22
gain,4,1,0,0,16,2,15
gain,4,5,0,2,2,13,28
gain,1,2,0,0,5,10,12
gain,4,2,1,3,15,16,30
fit,1,5,0,2,13,4,16
loss,4,2,1,0,15,1,21
loss,1,5,1,0,11,13,21
loss,3,2,1,2,8,10,27
gain,4,5,1,2,17,11,37
fit,1,1,0,2,14,12,15
gain,3,1,1,2,11,22,17
fit,1,2,0,2,0,0,0
loss,4,4,1,2,19,13,27
fit,1,4,0,2,6,5,19
fit,4,2,0,2,17,14,20
gain,2,5,1,2,2,16,17
fit,1,5,0,2,20,17,21
loss,1,3,0,2,16,1,14
gain,4,5,1,2,14,12,23
fit,1,1,1,0,15,12,40
gain,1,1,1,0,1,6,17
gain,2,3,1,2,15,9,0
loss,1,5,0,2,18,9,0
gain,2,2,0,3,11,7,0
gain,4,2,1,0,0,4,17
loss,1,4,0,3,8,0,19
fit,1,4,0,0,18,10,15
gain,4,5,0,2,13,22,19
loss,1,3,0,2,20,7,26
fit,1,5,0,0,14,6,16
gain,1,4,1,2,17,20,15
fit,1,3,0,0,2,4,0
gain,1,3,0,2,16,14,32
fit,1,4,1,2,8,14,17
fit,1,4,1,2,14,6,16
loss,1,4,0,2,20,3,23
fit,1,2,1,2,13,22,13
gain,4,2,1,2,7,11,30
gain,1,5,1,2,20,13,30
fit,4,1,0,3,6,22,21
gain,4,1,1,2,0,8,21
gain,2,3,0,2,3,11,16
gain,4,4,1,2,17,17,27
gain,4,2,0,2,18,8,21
loss,4,1,0,2,6,0,17
gain,1,5,1,2,5,9,17
gain,1,2,1,2,12,5,28
gain,1,4,0,1,12,8,22
loss,1,4,0,3,18,12,29
loss,1,4,0,0,0,3,20
loss,1,1,1,2,17,4,18
fit,1,4,0,0,12,4,0
gain,1,4,0,3,17,22,20
loss,1,2,0,0,12,4,10
gain,1,3,1,0,0,0,12
gain,4,2,1,2,17,15,37
gain,3,1,1,3,5,19,22
gain,4,3,1,3,10,5,16
fit,1,3,1,2,12,10,15
fit,1,2,0,2,13,8,16
loss,1,4,1,2,0,0,0
gain,1,5,1,2,16,13,0
loss,4,1,1,2,14,7,24
gain,4,1,1,2,16,13,29
gain,4,1,1,2,17,14,22
loss,1,4,1,2,19,14,20
fit,1,4,1,2,18,9,17
gain,4,5,0,2,16,14,19
gain,1,1,1,2,1,22,27
gain,1,1,0,0,0,3,20
gain,1,2,0,0,4,5,21
fit,1,2,0,2,5,4,18
loss,1,3,0,2,10,0,19
gain,1,4,1,0,9,2,15
gain,3,5,0,2,17,5,0
fit,1,4,0,2,16,4,0
loss,4,2,1,2,15,14,40
fit,1,2,1,2,9,7,15
loss,1,1,0,0,4,0,0
loss,1,5,1,2,20,11,32
gain,1,3,1,2,15,13,0
fit,2,4,0,2,8,18,29
gain,4,5,1,2,9,14,19
fit,4,2,0,2,14,9,24
gain,1,4,0,2,17,13,25
fit,1,4,0,0,4,3,15
fit,4,4,1,3,12,3,0
loss,3,5,0,2,16,10,19
gain,4,2,0,0,0,4,18
loss,4,1,1,2,1,5,26
loss,1,5,0,0,17,9,28
gain,1,2,1,0,8,10,16
gain,4,3,0,2,13,11,0
fit,4,5,1,2,20,11,27
loss,1,1,0,2,19,7,16
gain,3,3,1,2,0,19,22
gain,4,5,0,3,20,22,38
loss,1,2,0,2,10,7,16
gain,1,1,0,0,4,5,0
gain,1,4,0,1,0,9,19
gain,1,2,0,2,12,10,31
loss,1,5,0,0,11,3,14
gain,1,4,1,2,1,2,0
gain,1,1,0,0,0,0,0
gain,4,2,1,2,14,22,16
gain,4,2,0,2,5,5,0
fit,4,2,1,2,17,11,0
loss,1,3,1,2,16,7,14
fit,1,4,1,2,16,15,21
fit,1,2,0,0,6,6,0
gain,4,4,1,0,0,9,18
gain,3,4,1,2,12,9,19
gain,4,1,1,0,1,3,16
gain,4,2,1,2,9,22,22
gain,1,4,0,2,13,9,24
loss,1,4,1,3,12,3,26
fit,1,1,0,2,7,1,15
gain,4,3,1,3,15,12,25
gain,1,4,0,2,15,16,17
fit,4,5,0,0,4,6,17
loss,1,5,1,2,15,9,11
loss,1,5,0,0,9,7,17
fit,2,4,0,0,16,7,19
loss,1,4,0,0,8,6,14
loss,1,5,1,2,19,2,14
loss,1,4,0,2,0,2,0
fit,4,2,1,2,17,9,37
fit,4,4,1,3,17,7,18
loss,1,5,1,2,13,15,24
gain,4,5,1,2,19,14,19
loss,1,2,0,0,0,0,13
loss,1,5,1,2,14,8,13
gain,1,1,0,0,14,0,14
loss,1,3,1,0,4,8,28
fit,1,4,1,2,14,11,32
fit,1,2,0,0,18,9,19
loss,3,1,0,3,10,0,0
loss,1,3,0,2,13,6,21
loss,1,3,0,2,17,5,0
gain,4,5,1,2,0,14,18
fit,4,2,0,2,20,11,24
fit,1,3,1,2,2,10,20
gain,4,2,1,2,8,18,29
fit,1,5,1,2,19,21,16
